subnet,gateway_ip,id
subnet,172.24.4.1,1468a0f3-55c0-46b9-8377-03a108fb827c
subnet,192.168.2.1,348337f3-801e-4e92-8bcc-a050414a1a45
subnet,192.168.3.1,42022050-3df6-4863-9217-a0c4f1c77d27
subnet,192.168.133.1,b4800136-ce23-4162-8ec2-901c08f774fc
subnet,192.168.1.1,dbe68868-dc69-417f-9b4b-9f49ed62040a
port_ip,ip,port_id,subnet_id
port_ip,172.24.4.5,065d0458-80c4-47e8-ba5b-050bc6a3ec59,1468a0f3-55c0-46b9-8377-03a108fb827c
port_ip,192.168.1.2,0f575408-b2c0-458e-aab6-acd8de03d273,dbe68868-dc69-417f-9b4b-9f49ed62040a
port_ip,192.168.3.5,5758b72d-a42c-4f3e-ba1a-4e1f12d202e8,42022050-3df6-4863-9217-a0c4f1c77d27
port_ip,192.168.2.1,73a39ef3-b7bd-440a-9b9b-e8f794f6ddae,348337f3-801e-4e92-8bcc-a050414a1a45
port_ip,192.168.2.20,7fcba49d-55e4-45a1-8963-3de12fe7f3f9,348337f3-801e-4e92-8bcc-a050414a1a45
port_ip,192.168.1.1,890e13fa-d350-4187-bd6a-c0e2987bd192,dbe68868-dc69-417f-9b4b-9f49ed62040a
port_ip,192.168.2.2,8d59ea42-3336-4f1a-9ff7-881bb343585c,348337f3-801e-4e92-8bcc-a050414a1a45
port_ip,192.168.133.1,a4f82a7a-d0d8-40fc-85b7-1fe4a9e8a0aa,b4800136-ce23-4162-8ec2-901c08f774fc
port_ip,192.168.133.2,adf05166-eebc-453d-b608-b799e5deab0d,b4800136-ce23-4162-8ec2-901c08f774fc
port_ip,192.168.3.2,b9dd4034-abe6-4225-b0c4-e94e95f12f7a,42022050-3df6-4863-9217-a0c4f1c77d27
port_ip,192.168.2.10,c8e473eb-9d8e-451b-b675-88782cf87d34,348337f3-801e-4e92-8bcc-a050414a1a45
port_ip,192.168.1.7,ca99065f-3cb8-4755-8643-67e1926c401f,dbe68868-dc69-417f-9b4b-9f49ed62040a
port_ip,192.168.3.1,fdfca67b-01d0-4e41-9c12-f9f410eb39b3,42022050-3df6-4863-9217-a0c4f1c77d27
port_sg,port_id,sg_id
port_sg,5758b72d-a42c-4f3e-ba1a-4e1f12d202e8,acf2575f-0608-4434-91f7-4e32708ef60a
port_sg,7fcba49d-55e4-45a1-8963-3de12fe7f3f9,acf2575f-0608-4434-91f7-4e32708ef60a
port_sg,c8e473eb-9d8e-451b-b675-88782cf87d34,acf2575f-0608-4434-91f7-4e32708ef60a
port_sg,ca99065f-3cb8-4755-8643-67e1926c401f,acf2575f-0608-4434-91f7-4e32708ef60a
rule,direction,id,ip_version,port_range_max,port_range_min,protocol,remote_group_id,remote_ip_mask,remote_ip_prefix,security_group_id
rule,ingress,1c093116-11b8-400e-8dfe-7d6ffd9a4ac6,ipv4,65536,0,,2c64bbb0-b3fb-48fb-98c4-e40a0943b0bf,0.0.0.0,0.0.0.0,2c64bbb0-b3fb-48fb-98c4-e40a0943b0bf
